UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
877,174.2566723,-35.70839912,Pukenui Forest tracks,,Cross through farmlands and native forest before climbing up a steep ridge and bringing you back to the forest entrance. An easier family friendly option is available.,Easy,5 hr,11590.03,2,1,one_way,0,5,11.6 kilometer
878,170.1660997,-43.38460672,Canavans Knob Walk,,"A short climb with rewarding views of the glacier, mountains and river flats.",Easiest,1 hr - 1 hr 40,1529.82,1,1,one_way,0,1.7,1.53 kilometer
879,171.5139009,-43.00099912,Carrington Hut Route,,This route up the braided river-bed of the Waimakariri leads to a comfortable hut situated below the park’s highest peaks. Carrington Hut is a good base for exploring the upper Waimakariri catchment.,Expert,2 days,15289.57,5,1,one_way,2,48,15.29 kilometer
880,170.0641876,-44.12643027,Baikie Hut Track,,Baikie Hut makes a great picnic or overnight venue.,Advanced,3 hr one way,4112.02,4,1,one_way,0,3,4.12 kilometer
881,173.5973413,-42.29721608,Mt Fyffe and the Seaward Kaikoura Range,,"Summer-bare or plastered with winter’s snowy coat, Mount Fyffe and the Seaward Kaikoura Range dominate the Kaikoura skyline. They provide recreation opportunities ranging from a family stroll to a serious backcountry journey.","Easy,Expert",45 min - 3 days,23132.59,2,5,one_way,2,48,23.14 kilometer
882,176.2154953,-38.40115559,Te Kopia Walk,,Enjoy views over a geothermal area on this short walk near Rotorua.,Easiest,5 min,200.3,1,1,one_way,0,0.17,200.31 meter
883,175.4247904,-36.21568074,Tramline Track,,The Tramline Track system traverses most of Great Barrier island at its widest point.,Advanced,6 hr,12345.71,4,1,one_way,0,6,12.35 kilometer
884,168.5542845,-45.03623844,Lake Dispute to Moke Lake Track,,From Lake Dispute you can walk to Moke Lake.,Easy,3 - 4 hr one way,8626.43,2,1,one_way,0,4,8.63 kilometer
885,168.662001,-44.913323,Atleys Track,,You can see many historic gold mining features from Atleys Track and there are superb views from the summit of Mt Dewar.,Advanced,5 - 6 hr ,3531.87,4,1,one_way,0,6,3.54 kilometer
886,172.3574563,-41.6065422,Matiri Valley and 1000 Acre Plateau tramping tracks,,It is a 3 hour walk to Lake Matiri. From there you can do overnight tramps to 1000 Acre Plateau.,"Advanced,Expert",7 - 11 hr 30 min hr one way,39179.13,4,2,one_way,0,11,39.18 kilometer
887,173.779795,-41.26770498,Cullen Point tracks,,Walk the beautiful loop track for views of Pelorus Sound and Havelock and the short lookout track for views of Mahua Sound.,"Easiest,Easy",10 min and 1 hr,3102.16,1,2,one_way,0,1,3.11 kilometer
888,173.5721816,-41.4638077,Quartz Creek/Mount Royal Route,,Climb up to the summit of Mount Royal (1366 m).,Expert,8 hr return,7977.66,5,1,return,0,8,7.98 kilometer
889,175.4542453,-36.15889087,Harataonga area tracks,,"There are a number of tramping tracks in the Harataonga area, which offer great views of the island and surrounding coastline.",Advanced,30 min | 4 - 5 hr,12591.31,4,1,one_way,0,5,12.6 kilometer
890,174.1167696,-35.25481168,Nancy Fladgate Track,,"This pleasant, easy walk is a chance for children to explore the bush and the shore.",Easy,15 min,514.51,2,1,one_way,0,0.33,514.52 meter
891,170.0273194,-43.48281884,Te Weheka Walkway/Cycleway,,Walk or cycle through bush from Fox Glacier township to the Fox Glacier car park.,Easy,2 hr 20 min,4459.97,2,1,one_way,0,2.3,4.46 kilometer
892,173.5274021,-35.60063695,Tāne Mahuta Walk,,"Visit New Zealand's largest known living kauri tree, Tāne Mahuta on this short, easy walk suitable for buggies and children.",Easiest,5 min one way,125.6,1,1,one_way,0,0.17,125.6 meter
893,175.5209151,-39.04176388,Okupata Caves,,Explore a network of underground passages.,Easy,5 min,140.47,2,1,one_way,0,0.17,140.48 meter
894,174.115465,-39.10274143,Meeting of the Waters Scenic Reserve walks,,Enjoy a picnic and take one of the short walks in this family friendly reserve.,Easiest,1 hr - 1 hr 40,1564.18,1,1,one_way,0,1.7,1.57 kilometer
895,175.243478,-38.53420482,Mapara Track,,You can hear and sometimes see kōkako and other birds on the Mapara Track.,Advanced,1 hr,2415.46,4,1,one_way,0,1,2.42 kilometer
896,169.6529988,-44.40562189,Ben Avon access route,,This side trip off Ahuriri valley provides the opportunity to scale Ben Avon Peak in Ahuriri Conservation Park. ,Expert,30 min,494.7,5,1,one_way,0,0.5,494.7 meter
897,171.2442882,-43.90556411,Dennistoun Bush Track,,"Walk through magnificent ancient forest on this flat, easy walk.",Easy,1 hr return,1466.48,2,1,return,0,1,1.47 kilometer
898,174.4758837,-35.8618324,Ruakaka Pipeline Road Track,,Ruakaka Pipeline Road Track is considered suitable for people of most fitness levels. The 3-km track provides back dune access to Bream Bay.   ,Easy,1 hr,3456.27,2,1,one_way,0,1,3.46 kilometer
899,176.2466755,-37.80015673,Otawa Reservoir Track,,A well defined track leads to a small clearing beside Te Puke's original water source.,Advanced,15 min one way,15962.12,4,1,one_way,0,0.33,15.97 kilometer
900,177.1483505,-38.7918532,Old Maori Trail,,The Old Maori Trail is also know as the Rosie Bay - Lake Kaitawa Track and follows what was once a Maori trail to the lake.,Advanced,2 hr,4960.77,4,1,one_way,0,2,4.97 kilometer
901,175.5311852,-37.86209854,Maungakawa Scenic Reserve Loop Walk,,"Enjoy fabulous views and plenty of birdlife on this short, well-formed, well-marked track - with a picnic area as well this is a great option with children.",Easiest,30 min,1141.36,1,1,one_way,0,0.5,1.15 kilometer
902,168.6377455,-45.01963718,Ben Lomond Track,,"The Ben Lomond Track is a demanding climb, but on clear days trampers are rewarded at the summit with spectacular panoramic views.",Easy,"3-4 hr to Ben Lomond Saddle, 6-8 hr to Ben Lomond ",4651.88,2,1,one_way,0,8,4.66 kilometer
903,173.4558185,-35.5233817,Hauturu Highpoint Track ,,Climb onto a razor back ridge in the Waima Ranges for sensational views and pristine vegetation.,Advanced,5 hr return,5487.98,4,1,return,0,5,5.49 kilometer
904,176.0652891,-39.77318992,McKinnon Hut Track,,"Perched on the northern end of the Hikurangi Range in Ruahine Forest Park, McKinnon Hut is accessed via a long ridge climbing up from the Kawhatau Valley. Stay a night and return the same way.",Advanced,8 - 10 hr,6282.26,4,1,one_way,0,10,6.29 kilometer
905,175.723153,-39.64795928,Paengaroa Scenic Reserve Walk,,Take a short stroll to a picnic spot in this reserve renowned for its unique and rare and endangered flora.,Easiest,10 min,116.1,1,1,one_way,0,0.17,116.1 meter
906,178.0542855,-37.91284754,Mount Hikurangi - Te Ara ki Hikurangi,,"Visit the sacred mountain of Ngāti Porou, the highest non-volcanic mountain in the North Island.",Advanced,7 hr one way,1925.03,4,1,one_way,0,7,1.93 kilometer
907,172.2503987,-43.19867596,Glentui Loop Track,,This family walk starts from the pleasant Glentui picnic area. ,Easy,1 hr,2462.41,2,1,one_way,0,1,2.47 kilometer
908,176.947083,-38.01262153,White Pine Bush Track,,A 250 metre wheelchair accessible walkway has been built into the heart of White Pine Bush Scenic Reserve. ,Easiest,30 min,285.52,1,1,one_way,0,0.5,285.53 meter
909,172.9008705,-41.03283154,Riuwaka Resurgence,,"Walk to the cave and deep, clear pool where the Riuwaka River emerges from the depths of the Takaka Hill.",Easiest,10 min one way,452.64,1,1,one_way,0,0.17,452.65 meter
910,170.8990708,-43.54596079,Mount Sunday Track,,Walk to the top of Mount Sunday for expansive views of the surrounding countryside.,Easy,30 min one way,1506.17,2,1,one_way,0,0.5,1.51 kilometer
911,172.0697304,-43.25340791,Ryde Falls tracks,,Walk to the five-tier Ryde Falls.,Easy,4–6 hr,8630.91,2,1,one_way,0,6,8.64 kilometer
912,172.6876856,-41.23354609,Ellis Basin Route,,Enjoy extensive views of the Ellis Basin and the surrounding mountains on this track to Ellis Hut.,Expert,2 days,18463.47,5,1,one_way,2,48,18.47 kilometer
913,175.5137299,-36.72093577,Tokatea Lookout Walking Track,,"A short, steep track from the summit of Kennedy Bay Road, Coromandel Peninsula, leads to the Tokatea Lookout. ",Easy,30 min,316.66,2,1,one_way,0,0.5,316.66 meter
914,167.7048282,-45.43801614,Visitor Centre to Kepler Track Carpark Walk,,"This is an easy walking track along Te Anau lake edge to the start of the Kepler Track, with picnic, swimming and photo spots.",Easy,50 min,3455.56,2,1,one_way,0,0.83,3.46 kilometer
915,174.9110234,-41.35288403,Tawa Grove Walk,,Tawa Grove is a bush track specially designed to be an easy walk suitable for all abilities.,Easiest,30 min,409.91,1,1,one_way,0,0.5,409.92 meter
916,176.4465665,-39.35409581,Lawrence Road tramping tracks,,From Lawrence Road take a 2-3 hour walk through Blowhard Bush or to Lotkow Shelter. From the shelter follow the Lotkow Track for another 2-3 hours to Lookout and Donald River.,Advanced,1 hr 30 min to the trig,5330.24,4,1,one_way,0,1.5,5.34 kilometer
917,168.8168876,-44.43791344,East Matukituki Valley tracks,,The East Matukituki Valley provides interesting day walks and access to several demanding tramping and climbing routes in Mount Aspiring National Park. ,Advanced,3–4 hr,20104.45,4,1,one_way,0,4,20.11 kilometer
918,175.1543222,-37.60930561,Kauri Loop Track,,"This well formed track offers spectacular views, beautiful bush and one of the largest kauri trees in the Waikato.",Easy,40 min | 2 hr,2244.83,2,1,one_way,0,3,2.25 kilometer
919,174.2294041,-35.21697496,Urupukapuka Island Walk,,This walk around Urupukupuka Island features great views - it's suitable for older children.,Easy,5 hr,11591.71,2,1,one_way,0,5,11.6 kilometer
920,172.5660123,-41.09024989,Cobb valley tracks,,The Cobb valley provides options for day and overnight walks with a river and an historic hut to keep kids entertained.,Advanced,4 - 5 hr one way,12280.3,4,1,one_way,0,5,12.29 kilometer
921,170.0299526,-43.48991334,River Walk,,Enjoy this pleasant short walk and get a great view of the glacier and the opportunity to cross a historic suspension bridge. ,Easy,40 min,1067.39,2,1,one_way,0,0.67,1.07 kilometer
922,175.8130638,-37.25155208,Wentworth Valley walks,,Walk to the beautiful Wentworth Falls or to views of two mine shafts.,"Easiest,Easy",Various: 30 min - 2 hr,3996.32,1,2,one_way,0,2,4 kilometer
923,177.4080337,-38.278097,Manganuku Track,,This track follows the Manganuku Stream to the Manganuku Hut.  ,Advanced,3-4 hr one way,8296.73,4,1,one_way,0,4,8.3 kilometer
924,172.7835552,-34.45340293,Kapowairua (Spirits Bay) to Pandora,,This 3 hour walk along beautiful Spirits Bay takes you to Pandora where you can stop to observe shore birds or camp for the night.,Easy,3 hr,17562.7,2,1,one_way,0,3,17.57 kilometer
925,168.2411748,-45.02396173,Mavora - Greenstone Walkway,,"This is a 50 km, four day tramping trip, linking the Mavora Lakes Camping Area with the Greenstone Track. It passes through open valley tussock land and beech forested hill country. ",Advanced,4 days,29961.85,4,1,one_way,3,72,29.97 kilometer
926,175.624558,-39.1458107,Tongariro Northern Circuit,,"Explore the volcanic heart of Tongariro National Park, a landscape of stark glacial contrasts and alpine views.",Intermediate,3-4 days,45479.93,3,1,one_way,3,72,45.48 kilometer
927,171.2616875,-42.40842991,Coal Creek Track,,Enjoy the lovely bush walk down to the impressive Coal Creek Falls. A nice place to cool off with a swim in the hot summer months.,Easy,1 hr,1699.14,2,1,one_way,0,1,1.7 kilometer
928,168.9231076,-45.0666181,Glenroy Water Race Track,,"The track follows the historic Welshmen’s Water Race through several creeks, then steadily climbs to Ben Cruachan with good views of Lake Wakatipu, the Basin and Nevis Bluff. ",Advanced,8 hr,4895.49,4,1,one_way,0,8,4.9 kilometer
929,168.7240664,-44.49415127,Rob Roy Track,,"This track offers an easy route (achievable by older children) into a dramatic alpine landscape that includes snowfields, glaciers, sheer rock cliffs and waterfalls. ",Easy,3–4 hr,5324.44,2,1,one_way,0,4,5.33 kilometer
930,169.9976635,-43.49087334,Mount Fox Route,,Mount Fox Route is just 3 km south of the town of Fox Glacier. The challenging climb to the top is only suitable for experienced and properly equipped trampers.,Expert,8 hr ,3425.3,5,1,one_way,0,8,3.43 kilometer
931,173.3213056,-41.56791843,Lake Chalice Hut tracks,,"Explore the area around Lake Chalice, the only lake in Mount Richmond Forest Park - the short, easy walk to the hut is ideal for an overnight tramp with children.",Advanced,1 hr to hut | 2 hr 30 min loop from hut,8349.12,4,1,one_way,0,2.5,8.35 kilometer
932,177.7218936,-38.99058227,Mangaone Caves Track,,"First-time cavers including children can explore Mangaone Caves - enjoy karst type features, stalactites, stalagmites and calcite wall coverings.",Easy,20 min one way,574.41,2,1,one_way,0,0.33,574.41 meter
933,169.8642593,-44.2875036,Lake Ohau area tracks,,There are plenty of tracks around Lake Ohau for walking and mountain biking. This is a stunning location in both summer and winter. ,Advanced,Various times,47730.3,4,1,one_way,0,12,47.74 kilometer
934,173.8575231,-35.71514731,Pakotai Track ,,Take a short walk to a magnificant mature kauri.,Easy,10 min return,81.69,2,1,return,0,0.17,81.7 meter
935,171.7933497,-42.99300749,Casey Saddle - Binser Saddle Route,,"This is a pleasant 2 day tramp, crossing easy saddles on well-defined tracks through open mountain beech forest.",Advanced,2 days,40630.73,4,1,one_way,2,48,40.64 kilometer
936,174.6259033,-38.92236085,Mount Messenger to Kiwi Road Track,,This route travels over several ridges and then descends and levels out to open farmland. ,Advanced,6 hr 30 min,8915.38,4,1,one_way,0,6.5,8.92 kilometer
937,175.2570333,-41.06577555,Smith Creek - Tauherenikau River,,This is a daytrip in the southern Tararua Range and the exit/entry to the Kaitoke-Holdsworth Tramp. ,Advanced,4 hr return,6285.49,4,1,return,0,4,6.29 kilometer
938,168.772812,-45.137258,Lower Wye Creek Track,,This steep track follows the pipeline from the dam and leads you to the foot of a rock bluff. A further walk through beech forest takes you to the stream in the Lower Wye Creek basin.,Advanced,4 hr,3330.87,4,1,one_way,0,4,3.34 kilometer
939,170.1436093,-43.2290026,Ōkārito walking tracks,,North of the Franz Josef Township sits the coastal settlement of Ōkārito and the Ōkārito Lagoon. The lagoon is home to more than 76 species of native birds including the kōtuku/white heron and royal spoonbills.,"Easiest,Easy",20 min - 3 hr 30 min,5603.08,1,2,one_way,0,3.5,5.61 kilometer
940,176.4225639,-38.11987294,Lake Okataina tramping tracks,,"Lake Okataina Scenic Reserve contains fine examples of rimu, totara, rata and kahikatea.  Pohutukawa grace the lake shores, and the reserve is also rich in birdlife.",Advanced,Various: 40 min - 3 hr one way,10900.69,4,1,one_way,0,3,10.91 kilometer
941,175.123615,-38.26221999,Opapaka Pā Walk,,Walk through native forest to the site of a small defensive pā built and used by Ngati Hia in the late eighteenth century.  ,Easy,20 min one way,832.27,2,1,one_way,0,0.33,832.28 meter
942,167.6524,-45.40740052,Kepler Track, Carpark to Luxmore Hut,"This is an excellent full day walk on the Kepler Track (a Great Walk) or overnight tramp to challenge young teenagers - it has swimming beaches, limestone cliffs and glorious mountain and lake views.",Intermediate,8-10 hr return,12956.89,3,1,return,0,10,12.96 kilometer
943,175.4887034,-36.75804729,Kauri Block Track,,The Kauri Block walk on the Coromandel Peninsula follows a ridge through regenerating bush and native plantings. Be sure to walk up the side track which leads you to a pa and offers spectacular views.,Easy,1 hr 30 min return,1499.88,2,1,return,0,1.5,1.5 kilometer
